0.00000000000000	0.00000000000000	0.00000000000000	0.000000000000000	0.00000000000000	0.00000000000000	0.00000000000000
1.6678205359e-05	2.0222688153e+02	1.7041711171e+02	-7.8063014059e+01	3.0854977567e+01	4.0252813108e-01	1.7973036873e+01
3.3356410718e-05	3.8682834422e+02	3.1949424386e+02	-1.4947868139e+02	5.7631774842e+01	8.0985814128e-01	3.5831099710e+01
5.0034616078e-05	5.5305655982e+02	4.4634183975e+02	-2.1392100353e+02	7.9164728852e+01	1.2293383272e+00	5.3459488494e+01
6.6712821437e-05	6.9385798594e+02	5.4192235748e+02	-2.6893860832e+02	9.2900922893e+01	1.6682139594e+00	7.0745722603e+01
8.3391026796e-05	8.0696600226e+02	6.0349955369e+02	-3.1369053461e+02	9.7877170751e+01	2.1333420644e+00	8.7580644768e+01
1.0006923216e-04	8.9378610403e+02	6.3332457785e+02	-3.4858392086e+02	9.4495473724e+01	2.6312530473e+00	1.0385892783e+02
1.1674743751e-04	9.5893294968e+02	6.3802644467e+02	-3.7513351821e+02	8.4387123136e+01	3.1682835660e+00	1.1947969620e+02
1.3342564287e-04	1.0094450365e+03	6.2751634671e+02	-3.9569841730e+02	7.0109670226e+01	3.7504802034e+00	1.3434733612e+02
1.5010384823e-04	1.0536730292e+03	6.1344767279e+02	-4.1310133764e+02	5.4715822532e+01	4.3833690846e+00	1.4837224494e+02
1.6678205359e-04	1.0999649974e+03	6.0742886646e+02	-4.3016615881e+02	4.1261785516e+01	5.0721900523e+00	1.6147157452e+02
1.8346025895e-04	1.1553609230e+03	6.1925832908e+02	-4.4925941550e+02	3.2329244357e+01	5.8215803760e+00	1.7356977960e+02
2.0013846431e-04	1.2244901736e+03	6.5544651119e+02	-4.7190023023e+02	2.9629248407e+01	6.6357269942e+00	1.8459899569e+02
2.1681666967e-04	1.3088462596e+03	7.1824810001e+02	-4.9850728230e+02	3.3747131198e+01	7.5182443239e+00	1.9449972404e+02
