0.0	0.0	0.0	0.0	0.0
1.667820491000000091e-05	1.254604488599999968e+03	1.053896871400000009e+03	-4.417755932900000175e+02	-1.808449918899999886e+02
3.335640981900000150e-05	1.893924759400000084e+03	1.746476650699999936e+03	-5.124365076799999770e+02	-2.763032195200000274e+02
5.003461472899999903e-05	2.141754111499999908e+03	2.169134252299999844e+03	-4.017728510300000266e+02	-3.069439180200000123e+02
6.671281963900000333e-05	2.314120272499999828e+03	2.495327205000000049e+03	-3.124367728199999874e+02	-3.331342999999999961e+02
8.339102454900000085e-05	2.505244559300000219e+03	2.806358922800000073e+03	-2.666738316700000269e+02	-3.944044780099999912e+02
1.000692294599999987e-04	2.701002676000000065e+03	3.111505813599999783e+03	-2.300810644100000104e+02	-4.916753687300000024e+02
1.167474343699999962e-04	2.884916462000000138e+03	3.400017767700000149e+03	-1.887248945700000036e+02	-6.064703329899999744e+02
1.334256392800000073e-04	3.055070022800000061e+03	3.665381057000000055e+03	-1.454930039799999975e+02	-7.216681420700000444e+02
1.501038441900000048e-04	3.216451643700000204e+03	3.909283971100000144e+03	-1.064641191999999990e+02	-8.276804200300000502e+02
1.667820491000000023e-04	3.374970831900000121e+03	4.138377142600000298e+03	-7.580432715999999971e+01	-9.205581078599999501e+02
1.834602540099999999e-04	3.534498626900000090e+03	4.360201559400000406e+03	-5.493799671899999737e+01	-9.992951616100000365e+02
2.001384589199999974e-04	3.695964228599999842e+03	4.580216104799999812e+03	-4.319568382199999945e+01	-1.064202453800000058e+03
2.168166638299999949e-04	3.857524637800000164e+03	4.800070946200000435e+03	-3.880076884500000034e+01	-1.116138436400000046e+03
2.334948687399999924e-04	4.015057706799999778e+03	5.017048509899999772e+03	-3.958331984000000148e+01	-1.156268097800000078e+03
2.501730736500000171e-04	4.162659056299999975e+03	5.224444281400000364e+03	-4.328719610299999943e+01	-1.186085719500000096e+03
2.668512785600000146e-04	4.293180819999999585e+03	5.412665266099999826e+03	-4.761592698999999840e+01	-1.207499013000000105e+03
2.835294834700000121e-04	4.398916602500000408e+03	5.570718951200000447e+03	-5.024447595699999880e+01	-1.222764361999999892e+03
3.002076883800000096e-04	4.472461099199999808e+03	5.687852449199999683e+03	-4.893106709100000273e+01	-1.234264391800000112e+03
3.168858932799999768e-04	4.507677317200000289e+03	5.755095740200000364e+03	-4.175532810699999686e+01	-1.244152158099999951e+03
3.335640981899999744e-04	4.500599159499999587e+03	5.766531257700000424e+03	-2.742468156500000021e+01	-1.253980611400000043e+03
3.502423031000000261e-04	4.450086589900000035e+03	5.720132814900000085e+03	-5.525841663199999587e+00	-1.264415346100000079e+03
3.669205080100000236e-04	4.358094073000000208e+03	5.618072407599999678e+03	2.334854088699999863e+01	-1.275104046899999958e+03
3.835987129200000212e-04	4.229517556499999955e+03	5.466472984600000018e+03	5.762863095499999844e+01	-1.284725253800000019e+03
4.002769178300000187e-04	4.071600965900000119e+03	5.274623794299999645e+03	9.497658547999999712e+01	-1.291211151299999983e+03
4.169551227400000162e-04	3.893043920900000103e+03	5.053780507800000123e+03	1.326030425799999932e+02	-1.292078456899999992e+03
4.336333276500000137e-04	3.702911816799999997e+03	4.815720150199999807e+03	1.676592371600000035e+02	-1.284827057799999920e+03
4.503115325600000112e-04	3.509537455099999988e+03	4.571260508499999560e+03	1.976272814600000061e+02	-1.267331048300000020e+03
4.669897374700000088e-04	3.319561179199999970e+03	4.328962600400000156e+03	2.206533737100000110e+02	-1.238167334400000072e+03
4.836679423800000063e-04	3.137248888300000090e+03	4.094198758300000009e+03	2.357823931199999947e+02	-1.196838398999999981e+03
5.003461472900000038e-04	2.964185937799999920e+03	3.868728055099999892e+03	2.430489446800000053e+02	-1.143858418999999913e+03
5.170243522000000013e-04	2.799356614199999967e+03	3.650816250400000172e+03	2.434387646200000006e+02	-1.080702318999999989e+03
5.337025571099999989e-04	2.639625148399999944e+03	3.435889100299999882e+03	2.386980645399999901e+02	-1.009615709899999956e+03
5.503807620199999964e-04	2.480503006599999935e+03	3.217592530999999781e+03	2.310508271299999876e+02	-9.333248877400000083e+02
5.670589669299999939e-04	2.317104632699999911e+03	2.989097730699999829e+03	2.228467975099999876e+02	-8.546814717900000460e+02
5.837371718399999914e-04	2.145133911299999909e+03	2.744452715700000226e+03	2.161934717100000114e+02	-7.762984545000000480e+02
6.004153767499999890e-04	1.961760154999999941e+03	2.479766401700000188e+03	2.126426984999999945e+02	-7.002272886199999675e+02
6.170935816599999865e-04	1.766245052299999998e+03	2.194064649200000076e+03	2.129592465000000061e+02	-6.277240465899999435e+02
6.337717865699999840e-04	1.560236184699999967e+03	1.889679987400000073e+03	2.170187527600000124e+02	-5.591400150299999723e+02
6.504499914799999815e-04	1.347688523799999984e+03	1.572138362800000095e+03	2.238347563899999955e+02	-4.939472502200000008e+02
6.671281963899999791e-04	1.134430170999999973e+03	1.249552546699999994e+03	2.317171629700000040e+02	-4.308933977799999866e+02
6.838064012999999766e-04	9.274319689000000153e+02	9.316323064700000032e+02	2.385447401300000081e+02	-3.682655563999999799e+02
