0	0	0	0	0	0	0
1.6678204934e-05	6.1166659922e+02	4.5232981337e+02	-2.4970548816e+02	-2.6168410339e+00	8.4027738505e-01	7.1969445533e+01
3.3356409867e-05	1.1880557882e+03	8.7777804256e+02	-4.8114186001e+02	-3.3269891671e+00	1.7170286611e+00	1.4330732906e+02
5.0034614801e-05	1.7247880864e+03	1.2680434011e+03	-6.9435987639e+02	-5.8897560087e+00	2.6680361415e+00	2.1339247267e+02
6.6712819735e-05	2.2235262114e+03	1.6195153037e+03	-8.9199093727e+02	-1.5206883177e+01	3.7313792539e+00	2.8162020502e+02
8.3391024668e-05	2.6843252689e+03	1.9311632826e+03	-1.0740932070e+03	-3.4148825026e+01	4.9438435187e+00	3.4740616301e+02
1.0006922960e-04	3.1061703587e+03	2.2042309552e+03	-1.2391293925e+03	-6.3135042120e+01	6.3399635276e+00	4.1019308533e+02
1.1674743454e-04	3.4894679875e+03	2.4429583484e+03	-1.3859242051e+03	-1.0071201061e+02	7.9531986298e+00	4.6945525719e+02
1.3342563947e-04	3.8369768287e+03	2.6544579584e+03	-1.5144327618e+03	-1.4429361993e+02	9.8142765241e+00	5.2470548007e+02
1.5010384440e-04	4.1532975181e+03	2.8476691524e+03	-1.6256043199e+03	-1.9079054844e+02	1.1950780124e+01	5.7549959409e+02
1.6678204934e-04	4.4436898285e+03	3.0318148005e+03	-1.7208789994e+03	-2.3713646738e+02	1.4386953709e+01	6.2144104709e+02
1.8346025427e-04	4.7127811372e+03	3.2147739955e+03	-1.8016480774e+03	-2.8073004967e+02	1.7144449225e+01	6.6218369280e+02
2.0013845920e-04	4.9634566222e+03	3.4016908760e+03	-1.8688045661e+03	-3.1978159304e+02	2.0240950921e+01	6.9743570938e+02
2.1681666414e-04	5.1961193188e+03	3.5940421506e+03	-1.9224458743e+03	-3.5353082413e+02	2.3689975648e+01	7.2696167499e+02
2.3349486907e-04	5.4084266689e+03	3.7893086498e+03	-1.9617668774e+03	-3.8231276516e+02	2.7501864895e+01	7.5058372065e+02
2.5017307401e-04	5.5955081743e+03	3.9812745090e+03	-1.9851348573e+03	-4.0745772039e+02	3.1682190083e+01	7.6818365284e+02
2.6685127894e-04	5.7506291116e+03	4.1609116702e+03	-1.9903370269e+03	-4.3104804783e+02	3.6232811165e+01	7.7970227515e+02
2.8352948387e-04	5.8661715339e+03	4.3176963854e+03	-1.9749394287e+03	-4.5556076152e+02	4.1150697124e+01	7.8513967047e+02
3.0020768881e-04	5.9347940026e+03	4.4411634972e+03	-1.9367043361e+03	-4.8345633003e+02	4.6429394381e+01	7.8455305032e+02
3.1688589374e-04	5.9505794977e+03	4.5224541744e+03	-1.8740050403e+03	-5.1676837462e+02	5.2057955475e+01	7.7805616191e+02
3.3356409867e-04	5.9100099448e+03	4.5556286510e+03	-1.7861768767e+03	-5.5675507334e+02	5.8021118485e+01	7.6581590521e+02
3.5024230361e-04	5.8126166986e+03	4.5385602595e+03	-1.6737418042e+03	-6.0367009985e+02	6.4299733185e+01	7.4805074346e+02
3.6692050854e-04	5.6612099993e+03	4.4732696172e+03	-1.5384769308e+03	-6.5667786307e+02	7.0871415083e+01	7.2502500480e+02
3.8359871347e-04	5.4616741090e+03	4.3656696607e+03	-1.3833290045e+03	-7.1392844944e+02	7.7709376574e+01	6.9704762217e+02
4.0027691841e-04	5.2223428053e+03	4.2247583893e+03	-1.2121746226e+03	-7.7277804406e+02	8.4783435058e+01	6.6446656916e+02
4.1695512334e-04	4.9530600777e+03	4.0613888405e+03	-1.0294651321e+03	-8.3012390261e+02	9.2061100627e+01	6.2766310068e+02
4.3363332828e-04	4.6640619111e+03	3.8868046859e+03	-8.3980219054e+02	-8.8280212175e+02	9.9506240576e+01	5.8704960640e+02
4.5031153321e-04	4.3648445443e+03	3.7111536987e+03	-6.4751780846e+02	-9.2798782734e+02	1.0708015645e+02	5.4306241584e+02
4.6698973814e-04	4.0631773326e+03	3.5422006777e+03	-4.5630391564e+02	-9.6354167399e+02	1.1474231374e+02	4.9615703606e+02
4.8366794308e-04	3.7644080571e+03	3.3844264769e+03	-2.6894554744e+02	-9.8825441969e+02	1.2245061166e+02	4.4680240785e+02
5.0034614801e-04	3.4711453032e+03	3.2386343201e+03	-8.7199766868e+01	-1.0019526289e+03	1.3016032641e+02	3.9547754380e+02
5.1702435294e-04	3.1833484883e+03	3.1021137522e+03	8.8182964374e+01	-1.0054550702e+03	1.3782651794e+02	3.4266372689e+02
5.3370255788e-04	2.8988227321e+03	2.9693250523e+03	2.5728432031e+02	-1.0003882064e+03	1.4540349710e+02	2.8884106077e+02
5.5038076281e-04	2.6140145837e+03	2.8329967793e+03	4.2073620789e+02	-9.8889128914e+02	1.5284514324e+02	2.3448348042e+02
5.6705896774e-04	2.3249840650e+03	2.6854592347e+03	5.7937549915e+02	-9.7325847255e+02	1.6010499997e+02	1.8005429927e+02
5.8373717268e-04	2.0284096315e+03	2.5200165278e+03	7.3388003763e+02	-9.5557048456e+02	1.6713744659e+02	1.2600127966e+02
